Asset,coupon,exp_loss,attachment,exhaustion
US_Hurricane_TX_008,0.07020856391593573,0.027661209538663488,0.026261165047231687,0.09554754673295111
US_Hurricane_TX_009,0.0735959610200105,0.02506422757105442,0.03414364555868779,0.10262420524145287
US_Hurricane_TX_010,0.08556371865230099,0.03054528438342767,0.02545444403568941,0.14802474579046726
US_Hurricane_TX_011,0.09887341884826334,0.023776734437380462,0.027458727588385783,0.10106148168717388
US_Hurricane_TX_012,0.07854521483132404,0.020553304210317994,0.029143465009698454,0.1151875316260203
US_Hurricane_TX_013,0.07154436253749968,0.02417969696354917,0.03362398828949981,0.09676933234668807
US_Hurricane_TX_014,0.0743468461627367,0.027341791404163446,0.03478475681165902,0.09694386900580503
US_Hurricane_TX_015,0.09016406642217636,0.03142429422993077,0.023564563159885997,0.13097514440283017
US_Hurricane_TX_016,0.08103349398157761,0.029484587458903692,0.029502945661413423,0.1175042278852331
US_Hurricane_TX_017,0.07270869310163225,0.03252953743383857,0.024811700974576037,0.09305629572798979
US_Hurricane_TX_018,0.07122325424664293,0.02886339414782363,0.03016346542763424,0.08116114802494993
US_Hurricane_TX_019,0.08536279174897843,0.02339743662796907,0.02967759185614175,0.0922056500303494
US_Hurricane_TX_020,0.09072813214307399,0.02580103019450806,0.03405094983105102,0.08962646609021953
US_Hurricane_LA_001,0.08364265404201035,0.0240425233823306,0.03371979151073557,0.16896054180428827
US_Hurricane_LA_002,0.08031766510860623,0.033879712828615224,0.03189277740342067,0.1399680730439516
US_Hurricane_LA_003,0.09118602313424026,0.02635334123620813,0.019582747052700286,0.17074941821579942
US_Hurricane_LA_004,0.10601672228653322,0.03339582623091882,0.02376350644782791,0.12142886171513947
US_Hurricane_LA_005,0.09903822715480957,0.03814798467914639,0.033080469212507,0.16018879912718614
US_Hurricane_LA_006,0.09568126584617151,0.023514519369910877,0.020747688139608433,0.1708698769674371
US_Hurricane_LA_007,0.0942571623863836,0.022165546929099333,0.019725016228722546,0.149715159219725
US_Hurricane_LA_008,0.07020246335384875,0.024894544925514975,0.027328474419231967,0.15227056779234238
US_Hurricane_LA_009,0.09607845038010403,0.026036847570290074,0.03010704676290811,0.111352417874712
US_Hurricane_LA_010,0.08301598792637072,0.03543684529212444,0.02904375928380265,0.16643010694447602
US_Hurricane_LA_011,0.09630451569201373,0.03222955486003849,0.01959247105307757,0.123094422275349
US_Hurricane_LA_012,0.08060809470726903,0.026391813580823504,0.034541179430791574,0.12537879522000844
US_Hurricane_LA_013,0.10568186220708453,0.033360495267950735,0.031511792160208024,0.13523733837946728
US_Hurricane_LA_014,0.09307615538505437,0.03086531848873955,0.021319130792566757,0.15502069037353547
US_Hurricane_LA_015,0.08123089449763424,0.022437687395766168,0.028973029030421857,0.1059399611466344
US_Hurricane_SE_001,0.08821375753058742,0.02944714292403105,0.028722965853306727,0.09591110901788112
US_Hurricane_SE_002,0.06046369849586602,0.029139822751052702,0.021422762224759716,0.13766583733305687
US_Hurricane_SE_003,0.08890859931267758,0.02823611346560832,0.019416733381043785,0.09695684100213478
US_Hurricane_SE_004,0.0855341001455057,0.02180306406187533,0.017542391200291385,0.10897608837208453
US_Hurricane_SE_005,0.08808464322482343,0.026352357560099675,0.023550917551340474,0.0768023545639538
US_Hurricane_SE_006,0.07845021680097508,0.02988064620125116,0.01710126022854786,0.10628307566546158
US_Hurricane_SE_007,0.08632119215783866,0.026889223413050452,0.025455236114929017,0.11917388587909766
US_Hurricane_SE_008,0.07078473453659265,0.021523102131173918,0.027140417332177702,0.12670793762754268
US_Hurricane_SE_009,0.08601216955740311,0.028958886630677652,0.022670135982914067,0.10510614062810397
US_Hurricane_SE_010,0.08394885536900325,0.025799567169333182,0.025529503158865548,0.12570548686052707
US_Hurricane_NE_001,0.07670016025452699,0.01837995156851536,0.016882578384319273,0.06563891639045213
US_Hurricane_NE_002,0.06734840422988522,0.01535942273796742,0.018052774235721984,0.0925586780824546
US_Hurricane_NE_003,0.05859623756384853,0.020908332605690107,0.012396503249207642,0.06224089132495286
US_Hurricane_NE_004,0.07467801681978975,0.018601906414112628,0.013651786664474502,0.09133459560328826
US_Hurricane_NE_005,0.07309980659295832,0.01715821027496843,0.020097576185647004,0.06512084789962608
US_Hurricane_NE_006,0.05155045163505823,0.02031354631568148,0.019028256580931387,0.0982457940898924
US_Hurricane_NE_007,0.07178274001167985,0.024758520794625347,0.01871190452791554,0.07937738837647476
US_Hurricane_NE_008,0.07385558584306111,0.017708322512620743,0.01770662846917327,0.06470738288053596
US_Hurricane_NE_009,0.05076052230246373,0.024626484146779253,0.022867741566658675,0.10175845236562187
US_Hurricane_NE_010,0.0622685883324281,0.016732943200708457,0.01403368155472412,0.07501457388987572
US_EQ_CA_North_001,0.07647679994118362,0.02800434291780087,0.02490296065076597,0.099595372786216
US_EQ_CA_North_002,0.08864595841989582,0.028330556833740757,0.02331531078767101,0.12282045223640466
US_EQ_CA_North_003,0.0725880018728337,0.021468233853016203,0.020339590179768923,0.13304922773250583
US_EQ_CA_North_004,0.060431804658892675,0.019625016967096825,0.01569003963032629,0.08285101616232791
US_EQ_CA_North_005,0.08566381752033021,0.02785121003132033,0.022112607436309877,0.0868483912455701
US_EQ_CA_North_006,0.07474847625350498,0.02462860479092792,0.017598028048650228,0.1103696154466581
US_EQ_CA_North_007,0.0719551420319212,0.02662190137273103,0.024526404763014657,0.08317128068404311
US_EQ_CA_North_008,0.07123837843879413,0.02676203881999931,0.022547043878701316,0.13995428888318256
US_EQ_CA_North_009,0.07976080894856835,0.020281081979140015,0.016058531211006446,0.12496934947444209
US_EQ_CA_North_010,0.06079533931624865,0.026200858137828485,0.029103453621374363,0.12028319245131153
US_EQ_CA_North_011,0.07164509778619566,0.027006035058192945,0.02187379335737275,0.11819317525211545
US_EQ_CA_North_012,0.08824394426329575,0.02340543692921084,0.02941785845735871,0.14337454493692448
US_EQ_CA_North_013,0.0658737340436789,0.018971058212252315,0.0165116700206614,0.08127552779560848
US_EQ_CA_North_014,0.06283328882267784,0.027562094827828995,0.016067829726903435,0.1023282941205633
US_EQ_CA_North_015,0.08534625932908363,0.01832580710030156,0.027217027238834034,0.09972983423413799
US_EQ_CA_South_001,0.07354494482864969,0.03254126897655471,0.02869202839525803,0.16897248121743474
US_EQ_CA_South_002,0.09205213131411658,0.03446265674692727,0.02279458773371221,0.10596955894017505
US_EQ_CA_South_003,0.09251844254922575,0.03452302530681075,0.034838587414011454,0.12713559092202836
US_EQ_CA_South_004,0.0811605425737835,0.03397543329335594,0.023793660184301305,0.17376815930432082
US_EQ_CA_South_005,0.09575238255529037,0.02772189249275033,0.030764808152455456,0.1579088586676214
US_EQ_CA_South_006,0.07309371606507799,0.0362459523202322,0.02658929033161357,0.16438117194969676
US_EQ_CA_South_007,0.07960148803091836,0.03611941811293161,0.024616428538480773,0.09097538863322685
US_EQ_CA_South_008,0.09716145929257791,0.021643160182150404,0.023428331839037052,0.17550557703457242
US_EQ_CA_South_009,0.09851821440812669,0.03032188198621915,0.028741232606886588,0.1303600969780488
US_EQ_CA_South_010,0.07879632315094194,0.025915961816658485,0.029432813753309653,0.1577137076493912
US_EQ_CA_South_011,0.09374737131177546,0.03421312657030197,0.019550503751827736,0.13449782742323232
US_EQ_CA_South_012,0.07172676280049933,0.02989151988182724,0.02550601852334741,0.16989337644824698
US_EQ_CA_South_013,0.08052745037656237,0.022107206295696905,0.02043085859489821,0.1585359568545725
US_EQ_CA_South_014,0.08854654189948784,0.021820208170210225,0.019429815703954956,0.15308722183132079
US_EQ_CA_South_015,0.07218289019092582,0.03479348106722641,0.030006117861660436,0.09732139025777098
US_EQ_PNW_001,0.05254513142255576,0.02782631452051528,0.016865520344829566,0.09594495029468238
US_EQ_PNW_002,0.07438398701772508,0.027314231505990164,0.024818013829697325,0.12273647296812593
US_EQ_PNW_003,0.061287787565927475,0.016085509317082695,0.02210290990705668,0.10908829748150636
US_EQ_PNW_004,0.0627266602774093,0.02678260700623157,0.013445567269979967,0.10448375730036015
US_EQ_PNW_005,0.05034060934302258,0.02109258834592364,0.012731942583863886,0.07831725413876504
US_EQ_PNW_006,0.05352578740331315,0.023439733927508824,0.021698583430450502,0.1108358135568012
US_EQ_PNW_007,0.07886517645423625,0.019873317533808152,0.01571425712166419,0.13080193897326223
US_EQ_PNW_008,0.05670787515558358,0.02752189301272795,0.012158008170967613,0.13789151786953474
US_EQ_PNW_009,0.05129479735851729,0.026584860478074925,0.0188601144181219,0.13950753572835103
US_EQ_PNW_010,0.052213896942061966,0.02220010569721717,0.024600932963048286,0.10661684909191044
US_EQ_NewMadrid_001,0.05888195914405788,0.01895748688984617,0.014545410647677733,0.08137790400420317
US_EQ_NewMadrid_002,0.05752942935769301,0.021011580104909888,0.010454463803414579,0.06404815947961152
US_EQ_NewMadrid_003,0.06851234452229676,0.020902637838909163,0.014556567527857129,0.08100662989007684
US_EQ_NewMadrid_004,0.04832143548943398,0.013881211597237613,0.014636984049399821,0.06766761140130265
US_EQ_NewMadrid_005,0.05750968335552617,0.012777346369649849,0.019743948076661667,0.09931053722398014
US_EQ_NewMadrid_006,0.06094485142059236,0.017360963663441205,0.013095276162863278,0.09068975098534744
US_EQ_NewMadrid_007,0.06054193517661638,0.013626169393448913,0.019109271844938425,0.09112686214615845
US_EQ_NewMadrid_008,0.06849399739875772,0.0192571950838836,0.016134151959357898,0.07091215181453095
US_EQ_NewMadrid_009,0.0679818545006204,0.020660638895004083,0.010452186701061895,0.0513183487248626
US_EQ_NewMadrid_010,0.05129390100634149,0.020105533307818328,0.019872761293149445,0.05752084455517641
JP_Typhoon_001,0.061882614307042706,0.018808908566310217,0.02169914397814603,0.10210594615678543
JP_Typhoon_002,0.06676657409422276,0.0196869315979497,0.016148195023376652,0.07367035359653532
JP_Typhoon_003,0.051127509933018546,0.02364722376255053,0.020129010091300775,0.10998588366430653
JP_Typhoon_004,0.06993273674147811,0.020554317056026276,0.019689874151805106,0.1072382864941214
JP_Typhoon_005,0.06699294781354824,0.017473481017431975,0.016505441353100933,0.06645797075757474
JP_Typhoon_006,0.06908102054517445,0.021061746344508803,0.014286428055034626,0.09358503422029284
JP_Typhoon_007,0.062362564809157923,0.018581627180328405,0.01313557592199629,0.09357865977963997
JP_Typhoon_008,0.06040615401807587,0.022723183917356393,0.01720163501111993,0.102609075015927
JP_Typhoon_009,0.061038136775489714,0.020609379715353864,0.02076653602658345,0.08017414331061985
JP_Typhoon_010,0.05268030456901282,0.015287826763133389,0.01955137255673619,0.09101547756767323
JP_Typhoon_011,0.06408159536198448,0.017129641615089106,0.013363714755867697,0.06072723328339409
JP_Typhoon_012,0.05701175117613194,0.02089917686854633,0.015922440450997322,0.08187374610118645
JP_Typhoon_013,0.06808317388987498,0.018482554670233003,0.017139894891598107,0.09918265063705715
JP_Typhoon_014,0.05793085564642541,0.021220867002278737,0.02062363708746745,0.1074760311828821
JP_Typhoon_015,0.05294146961858076,0.024265876251614943,0.016921162930795382,0.07291221941494791
JP_Typhoon_016,0.05918271512476523,0.02480032575285477,0.016926180939928696,0.07643758051437541
JP_Typhoon_017,0.06266801708633452,0.01740145618778193,0.012758633281086638,0.06644398609553245
JP_Typhoon_018,0.052560916779155455,0.016519026935122944,0.013388271726494101,0.09204373724016074
JP_Typhoon_019,0.0536376016879829,0.01845667283323863,0.020967884099060117,0.08369808201314362
JP_Typhoon_020,0.06335115477042055,0.016723198712016298,0.013922890188086708,0.06204343081332394
JP_Earthquake_001,0.04337870126144329,0.01422872271225567,0.011416083874213974,0.05443512668785278
JP_Earthquake_002,0.04241271742201202,0.015686230144261806,0.01165066974724634,0.06821349305240378
JP_Earthquake_003,0.050068345417097135,0.017523158629034922,0.010314497118728791,0.08997051994545213
JP_Earthquake_004,0.05255800778981815,0.012654072255590976,0.016988628992854218,0.09604362002659067
JP_Earthquake_005,0.041221559197097274,0.01421502118517763,0.01644961023834449,0.08741298451918292
JP_Earthquake_006,0.043690420387127546,0.013674794586693682,0.012963776822331055,0.07422614925955107
JP_Earthquake_007,0.05236509543060592,0.01495130911655818,0.013700277729065184,0.08737354690668783
JP_Earthquake_008,0.04073366405781196,0.014019495554752166,0.01570679668707642,0.09476034188435997
JP_Earthquake_009,0.05023354884231332,0.016256907882122525,0.01085737609071821,0.07237061834117274
JP_Earthquake_010,0.050652345329100464,0.013939764029077838,0.012153945847595047,0.06886420815523114
JP_Earthquake_011,0.04040142395555453,0.014576633324665427,0.011691584055972357,0.06637486760889574
JP_Earthquake_012,0.04239524263638503,0.01912421824591916,0.01474873962843239,0.08395511595722449
JP_Earthquake_013,0.05578342477214676,0.015987537591432458,0.010695362304699389,0.07685532709092739
JP_Earthquake_014,0.05173682236041758,0.01796351579347464,0.013453276369837435,0.056379015139778194
JP_Earthquake_015,0.04567551811597449,0.01490465837118908,0.015167337930652808,0.0785389152334456
EU_Windstorm_UK_001,0.047121934517956925,0.01789212199034384,0.01224042373549821,0.04948907166943978
EU_Windstorm_UK_002,0.04203564945240808,0.011222873113474656,0.009721704098691556,0.04642725493038223
EU_Windstorm_UK_003,0.043731340481026115,0.012280761349550777,0.009213615167063285,0.07587061698505701
EU_Windstorm_UK_004,0.041604674913232845,0.014196091116562037,0.01087277778892763,0.07929514467634426
EU_Windstorm_UK_005,0.04224077804336105,0.013182844792365932,0.014786293032927582,0.07462028503575921
EU_Windstorm_UK_006,0.056341441418985595,0.012063222616359517,0.00919621311173046,0.06674572879697724
EU_Windstorm_UK_007,0.058587519782551715,0.014454103144111437,0.0120012888262893,0.05119916374641137
EU_Windstorm_UK_008,0.055389858663838734,0.011496349988460186,0.010265754654829706,0.057017457544656674
EU_Windstorm_UK_009,0.0501522075736891,0.011939277859320642,0.008803857773174426,0.0644248016976653
EU_Windstorm_UK_010,0.04577261106480512,0.014649905771380898,0.009080539006919417,0.0592456040741927
EU_Windstorm_UK_011,0.05065178865103172,0.010414588294579415,0.010356229947357444,0.04537658707755897
EU_Windstorm_UK_012,0.04126749940945536,0.01791968185911956,0.010256476914823062,0.07239497783418539
EU_Windstorm_UK_013,0.045092813095275276,0.015452021777791434,0.013321595019227805,0.06382554962431378
EU_Windstorm_UK_014,0.04943152377100317,0.013294727313178148,0.010442077865800967,0.07718116576991303
EU_Windstorm_UK_015,0.05661238815575458,0.0177202152853321,0.008870080564398813,0.06923469900814577
EU_Windstorm_DE_001,0.05376680913642076,0.01026863146315962,0.007465473871567443,0.06093922272515207
EU_Windstorm_DE_002,0.046489462263598236,0.014892801437307906,0.007978406636384026,0.06283435591509616
EU_Windstorm_DE_003,0.039032546400954896,0.010145591600059931,0.008149860585516951,0.06351011520809838
EU_Windstorm_DE_004,0.04830394441392401,0.012661457973383835,0.009511813388864518,0.0657020189284588
EU_Windstorm_DE_005,0.04284890214845271,0.01471619607630104,0.01007394435999153,0.04819305502987177
EU_Windstorm_DE_006,0.04425359571339213,0.011109645119148994,0.012233265661233759,0.05259521365323677
EU_Windstorm_DE_007,0.03964425390293635,0.01529702201292198,0.00968723854961248,0.05402435013898961
EU_Windstorm_DE_008,0.05312944221929094,0.013369665971397944,0.007818286284958549,0.06789412432647163
EU_Windstorm_DE_009,0.04755416106142836,0.011344339302599604,0.007974904508643712,0.06279088162446037
EU_Windstorm_DE_010,0.047401455118570274,0.01273422764383425,0.013257248081356704,0.06260090239285858
EU_Windstorm_DE_011,0.038033497594655026,0.011182054474568838,0.00873942397870126,0.0610381202400437
EU_Windstorm_DE_012,0.03567064869471559,0.012989227794099216,0.012337210800184833,0.06568679728666124
EU_Windstorm_FR_001,0.040131226230738615,0.013748801132704089,0.006663790421731244,0.05539356875203554
EU_Windstorm_FR_002,0.03691232993497974,0.01078101103392257,0.010783772194677322,0.034497522820463214
EU_Windstorm_FR_003,0.03843877092848962,0.013055767978751465,0.010320219219276446,0.049234428986558915
EU_Windstorm_FR_004,0.0454092266670065,0.011799071103433173,0.007510794353441716,0.04037087980511758
EU_Windstorm_FR_005,0.03772396575202139,0.014359153929335398,0.009500350768596722,0.0420255425029092
EU_Windstorm_FR_006,0.041930087054661995,0.014630983377282707,0.0069201084186964815,0.04758689496050392
EU_Windstorm_FR_007,0.04258833018326699,0.012280179648042535,0.006108661102925043,0.056163717268324545
EU_Windstorm_FR_008,0.04898177423725419,0.011955932285124461,0.010179904943261354,0.057674981435318864
EU_Windstorm_FR_009,0.045608579514700986,0.00906777330039983,0.00945773016100088,0.04820145139148568
EU_Windstorm_FR_010,0.0413619600695358,0.01315510964937306,0.01160620208861409,0.05776705538720329
EU_Flood_001,0.03676259057106198,0.007679428275044532,0.009924205994811672,0.045972452161148356
EU_Flood_002,0.031869940218049,0.012525051295704234,0.009349481810310641,0.03797095142815181
EU_Flood_003,0.03886913153617394,0.009394016223220782,0.005273808194110156,0.033379931041147524
EU_Flood_004,0.04204280172897017,0.007027792138027618,0.006667495858455721,0.03495421733977359
EU_Flood_005,0.03806093404406884,0.012519133698476563,0.006731729971829806,0.03367383004740569
EU_Flood_006,0.04106251872164622,0.009713307645338842,0.00612302411469991,0.03631098790331734
EU_Flood_007,0.032112855305697,0.00805832191903734,0.007491838863697399,0.0354731362376137
EU_Flood_008,0.0437226885160215,0.009174363394699799,0.007902941751390218,0.04080660719798826
EU_Flood_009,0.030196416848825004,0.010981224232100264,0.005890179834348757,0.04902675793673638
EU_Flood_010,0.03222994091629669,0.009487744742362142,0.005426748340393219,0.04992185629614869
AU_Cyclone_001,0.05504390020662485,0.017953850173200437,0.01053661181910742,0.08749802351995889
AU_Cyclone_002,0.04919811186191171,0.020980542894407136,0.011641117123856057,0.05953438603318333
AU_Cyclone_003,0.045730993356961895,0.01672066945109999,0.014518729066100931,0.05328543197141762
AU_Cyclone_004,0.060510552333900215,0.016532888347480276,0.01419512215462064,0.07203813734691142
AU_Cyclone_005,0.05301526121750652,0.01759640331308218,0.0112419219674457,0.059096406524763556
AU_Cyclone_006,0.062235712420270345,0.021461154621336326,0.012986474530238023,0.0635372336571777
AU_Cyclone_007,0.057879990864780316,0.016087341710980963,0.010203090845282758,0.05780762986830952
AU_Cyclone_008,0.059319444576947954,0.01858923941910151,0.010216767940027868,0.06109860809664747
AU_Cyclone_009,0.04962149593176143,0.018718927435987284,0.010157684302034913,0.055205429099228695
AU_Cyclone_010,0.06099832170746379,0.013785446620543335,0.015221968862814997,0.06190913905233633
AU_Cyclone_011,0.046988827855186904,0.014431721909994541,0.01577813545484527,0.0927848234053143
AU_Cyclone_012,0.06160439729133983,0.015971835296184546,0.01534468109256517,0.06024921477079105
AU_Earthquake_001,0.0393972159539152,0.014274350729647837,0.006078011541064417,0.03256525592563404
AU_Earthquake_002,0.03811829382719041,0.008185725427116737,0.007088612610538784,0.04749124682909076
AU_Earthquake_003,0.04132136825888747,0.014248701977538823,0.010904661370430646,0.04025452055093628
AU_Earthquake_004,0.03889135150146939,0.010657846857170868,0.009541769655088846,0.03804190922468628
AU_Earthquake_005,0.044362233617737015,0.010865881565338683,0.009312283085111882,0.0430837958740595
AU_Earthquake_006,0.03941698639312877,0.014639173148735096,0.010581634764958565,0.03420339527299358
AU_Earthquake_007,0.0480270196384687,0.011412018387746595,0.01136731336136455,0.053995657678419455
AU_Earthquake_008,0.0413782025670385,0.008157285158240822,0.007612064156309677,0.04624902643982601
NZ_Earthquake_001,0.04950217329739221,0.012063101483465618,0.00897549251850977,0.07339720947197197
NZ_Earthquake_002,0.05476603271055328,0.014205521458421487,0.009201755000938125,0.05089229306077476
NZ_Earthquake_003,0.040275860148212,0.01731439045248399,0.008824257580230989,0.06306065902057015
NZ_Earthquake_004,0.04411082831030809,0.014433424020126347,0.01255994271846305,0.07318967214828806
NZ_Earthquake_005,0.04309631907640905,0.010087966629267845,0.00895819941048165,0.0760007456739242
NZ_Earthquake_006,0.05310835116343773,0.014779304817362466,0.012203618023035573,0.06660146698185022
NZ_Earthquake_007,0.04263056917935174,0.017315295567399677,0.010931393674244512,0.0553255411299799
NZ_Earthquake_008,0.04778376557924256,0.010375727734200441,0.009163983581292556,0.06952134465705481
MX_Hurricane_001,0.05206996669812816,0.02284097742306305,0.014944189316175851,0.0833577368425186
MX_Hurricane_002,0.0572173434192675,0.019623745314044337,0.020628550862210944,0.0778273029373905
MX_Hurricane_003,0.06416011600742243,0.021188655228588295,0.019964053984351776,0.11620978435948548
MX_Hurricane_004,0.06831430243025625,0.017794224921679837,0.012374197620735416,0.0757358426579895
MX_Hurricane_005,0.06487694826750637,0.015668535575295253,0.017956394966414838,0.09581057093501336
MX_Hurricane_006,0.05835609727042402,0.025021858648695685,0.013279179037605261,0.06450826690414853
MX_Hurricane_007,0.06820471890509008,0.021441387110680582,0.020260828757132834,0.08608964031622476
MX_Hurricane_008,0.05616005083097767,0.0256483301297646,0.02159299054762775,0.1016817882512656
MX_Hurricane_009,0.05680362843074907,0.02267299866929813,0.016331686763280322,0.06549492439959805
MX_Hurricane_010,0.07293283938655606,0.016778642201946498,0.02340284824584963,0.08676034637747734
MX_Earthquake_001,0.04870265857677239,0.01741900947378358,0.016983566687011266,0.08661124432047806
MX_Earthquake_002,0.061131222957228996,0.018587833667107173,0.015538212516142819,0.09245978257826597
MX_Earthquake_003,0.04999336017718372,0.016894249636431404,0.011769675534556817,0.09938340039983236
MX_Earthquake_004,0.06388118679373227,0.01239426811368506,0.01564460138012551,0.0962624158707833
MX_Earthquake_005,0.04861150690254667,0.017679452305526294,0.017323906380704333,0.051697298929289946
MX_Earthquake_006,0.0589484053449368,0.014973490073725507,0.017395169563012243,0.0985529122582684
MX_Earthquake_007,0.06388532978226868,0.016742142166574638,0.016896341207914507,0.09222746992675353
MX_Earthquake_008,0.05138200946486511,0.020289154741506773,0.01029606107772394,0.07981349392410265
CA_Earthquake_001,0.04460017674575406,0.01096453508621823,0.008538672411404465,0.06785155103512559
CA_Earthquake_002,0.04679749927536132,0.01579813417223009,0.008457494385592597,0.052611613513224416
CA_Earthquake_003,0.05078982584750674,0.016325785318711705,0.01023126752052449,0.06503565505748037
CA_Earthquake_004,0.05771955496472374,0.014926905505458436,0.009630716323275437,0.04097603126226152
CA_Earthquake_005,0.0574019774780186,0.010170155286803097,0.014122911708789395,0.061157485361088476
CA_Earthquake_006,0.058781353970257924,0.01639026588618932,0.014985538773733362,0.05402847261806841
CA_Earthquake_007,0.05534376577862254,0.013215447308873937,0.011359129342127362,0.06510021852873481
CA_Earthquake_008,0.057473542283726774,0.01787266775359436,0.013377913897051627,0.056710671286693354
TW_Typhoon_001,0.0534271400455414,0.019375823015888916,0.011910217166146419,0.055523705656569736
TW_Typhoon_002,0.05209244315281553,0.014872389916540817,0.01237046496364792,0.0616803875524955
TW_Typhoon_003,0.045841863792727235,0.012178739347334138,0.01790177911788825,0.07138865668679312
TW_Typhoon_004,0.052686532943193636,0.0187964728269307,0.011746031102920513,0.09749805919751127
TW_Typhoon_005,0.06072690028831104,0.012894110023122594,0.013340646206279427,0.09395591537810824
TW_Typhoon_006,0.06389464044582821,0.016674015112498698,0.014907291113685661,0.05835169730460377
TW_Typhoon_007,0.06482337252273954,0.014316717013834433,0.017541854193081005,0.08248233244961842
TW_Typhoon_008,0.057154735897577184,0.017126885110165087,0.01184535849374207,0.05882640160027541
CL_Earthquake_001,0.05440972418140351,0.016864382621442544,0.018236675788534027,0.0775062629583365
CL_Earthquake_002,0.05115685353126793,0.024691026301408115,0.019070287079707406,0.10638761415976064
CL_Earthquake_003,0.06989815645292871,0.016738952492194873,0.01516993615122127,0.09791192378520457
CL_Earthquake_004,0.06392041236107585,0.01653895906339855,0.018526664999924943,0.07122202859183303
CL_Earthquake_005,0.054476352296452465,0.020369744228934138,0.016743519478733628,0.08900431039189055
CL_Earthquake_006,0.0518297367479551,0.023774608626303803,0.014124800340709648,0.06647574606414021
TR_Earthquake_001,0.07721870199672443,0.02946781797875704,0.023621276172654505,0.12666612523074147
TR_Earthquake_002,0.07138104951597554,0.02461028844730967,0.0158698675991141,0.09859172491494891
TR_Earthquake_003,0.06431721292530784,0.021117045405123915,0.022234201136885852,0.10471130145551397
TR_Earthquake_004,0.0570261553976912,0.020642198423397734,0.02183258763659596,0.07532916016432102
TR_Earthquake_005,0.07628017285121921,0.02394175832416769,0.01980586577326648,0.11146854492616624
TR_Earthquake_006,0.07561702414812874,0.022173710494826315,0.021780161525590636,0.10960123747970538
Multi_Peril_NA_001,0.045340565403388426,0.017029039890841265,0.013581982151248496,0.06633807338633702
Multi_Peril_NA_002,0.05701163458188484,0.016938353607678418,0.012958540837005244,0.07348053313454689
Multi_Peril_NA_003,0.05394942923338567,0.015441126174082402,0.01233027964750629,0.07010866558230565
